gamma,tau,alpha_initial,target_entropy,actor_lr,critic_lr,memory_size,batch_size,replay_init,Average Reward
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.204460474027572,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-184.84805118762628
0.9802738398993956,0.014490647034698524,0.23950918848265756,-1.3675364577009508,0.0002903727914228564,0.0003279952891416692,1000000,256,500,-226.89595619603762
0.9880795883744231,0.007283417399415633,0.2126117483294711,-1.608691614594674,0.0006052973242597215,8.480590954739424e-05,1000000,32,500,-291.8785935664131
0.9971653328553443,0.005511232934707235,0.2752221807889008,-1.1612772575327255,0.0002616086064072909,0.0004951014958938911,1000000,256,500,-310.6083473656157
0.9926883960249454,0.007667161257330327,0.24571088764390372,-1.1034007571533286,0.0006202609995437658,0.0007447179970576667,1000000,128,500,-523.6675940622523
0.9802738398993956,0.011876274522179785,0.13523728222623904,-1.204460474027572,0.0002409945934231513,0.00030894948897275984,1000000,32,500,-131.02476143857447
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.204460474027572,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-160.24567869315666
0.9802738398993956,0.011876274522179785,0.14862845576376094,-1.204460474027572,0.0002903727914228564,0.0003279952891416692,1000000,32,1000,-240.59824089493478
0.9802738398993956,0.014490647034698524,0.23950918848265756,-1.3675364577009508,0.0002903727914228564,0.0003279952891416692,1000000,256,500,-279.7946448474696
0.9910895565466854,0.011876274522179785,0.23950918848265756,-1.3675364577009508,0.0002903727914228564,0.00030894948897275984,1000000,256,5000,-291.4200209275964
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.204460474027572,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-149.76324726418923
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.3164648558693417,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-154.24567494439003
0.9802738398993956,0.011876274522179785,0.13523728222623904,-1.204460474027572,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-205.66842475978365
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.204460474027572,0.0002409945934231513,0.00030894948897275984,1000000,32,500,-241.44755710621902
0.9802738398993956,0.011876274522179785,0.13523728222623904,-1.204460474027572,0.0002409945934231513,0.00030894948897275984,1000000,32,500,-286.71447910699516
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.3164648558693417,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-108.63722838950052
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.3164648558693417,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-120.50468298029769
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.3164648558693417,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-122.53935525643138
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.204460474027572,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-145.5361517499538
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.2897394369965798,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-175.17052438340295
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.3164648558693417,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-221.06368511860677
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.3164648558693417,0.0002463379828197409,0.00030894948897275984,1000000,32,1000,-264.3288997778338
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.3164648558693417,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-306.83973515422826
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.3164648558693417,0.0002409945934231513,0.00030894948897275984,1000000,32,5000,-379.3231461119516
0.9910895565466854,0.011876274522179785,0.13523728222623904,-1.3164648558693417,0.0002409945934231513,0.0003232160381448848,1000000,32,5000,-467.1415672775982
